Game,Opp,W/L,TmScore,OppScore,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,OppFG,OppFGA,OppFG%,Opp3P,Opp3PA,Opp3P%,OppFT,OppFTA,OppFT%,OppORB,OppTRB,OppAST,OppSTL,OppBLK,OppTOV,OppPF
16,SAC,L,113,117,45,108,0.417,12,41,0.293,11,16,0.688,13,53,22,8,3,13,22,45,102,0.441,16,38,0.421,11,17,0.647,14,59,29,7,4,15,18
17,GSW,W,123,95,51,106,0.481,13,35,0.371,8,15,0.533,18,61,29,10,5,10,23,36,83,0.434,7,29,0.241,16,24,0.667,7,42,24,7,10,17,18
18,CHO,W,109,104,41,93,0.441,11,33,0.333,16,24,0.667,11,46,24,6,2,14,18,43,94,0.457,6,31,0.194,12,14,0.857,11,46,24,8,5,13,21
19,DEN,L,98,105,37,103,0.359,9,39,0.231,15,23,0.652,19,54,22,9,5,10,24,39,95,0.411,10,30,0.333,17,24,0.708,15,54,26,6,9,14,20
20,CLE,W,100,83,41,86,0.477,6,27,0.222,12,15,0.8,8,50,25,5,11,13,18,35,89,0.393,9,23,0.391,4,9,0.444,7,43,20,4,1,12,19
21,ATL,W,124,109,46,88,0.523,18,41,0.439,14,15,0.933,7,46,30,12,7,20,24,43,96,0.448,11,36,0.306,12,20,0.6,14,42,26,15,3,21,12
22,DET,W,110,83,43,85,0.506,7,25,0.28,17,20,0.85,6,52,23,10,8,17,24,31,94,0.33,6,32,0.188,15,19,0.789,9,41,16,10,3,15,18
23,BRK,W,114,112,43,99,0.434,13,38,0.342,15,26,0.577,17,60,28,8,6,13,23,37,86,0.43,15,36,0.417,23,30,0.767,10,45,21,7,4,14,24
24,CHI,L,112,114,43,94,0.457,10,28,0.357,16,24,0.667,14,51,25,12,6,22,22,43,82,0.524,12,25,0.48,16,23,0.696,5,39,25,15,6,20,26
25,UTA,W,122,113,43,85,0.506,8,21,0.381,28,39,0.718,12,43,25,12,2,17,26,43,84,0.512,8,29,0.276,19,30,0.633,11,45,30,11,4,20,28
26,NOP,L,114,118,42,87,0.483,13,43,0.302,17,27,0.63,9,39,23,10,6,18,27,45,97,0.464,4,18,0.222,24,30,0.8,17,56,29,14,3,17,27
27,DEN,L,98,109,37,90,0.411,7,19,0.368,17,29,0.586,19,43,14,9,4,13,17,42,83,0.506,11,34,0.324,14,15,0.933,12,48,29,8,6,20,24
28,LAC,W,110,104,42,90,0.467,9,22,0.409,17,24,0.708,9,40,26,13,7,11,20,38,75,0.507,13,25,0.52,15,22,0.682,6,44,18,7,4,26,22
29,CHI,W,121,96,43,89,0.483,8,21,0.381,27,33,0.818,17,49,24,14,2,19,21,38,85,0.447,8,22,0.364,12,16,0.75,13,41,20,10,7,23,31
30,SAC,W,132,113,51,102,0.5,13,32,0.406,17,27,0.63,18,66,27,8,6,17,24,39,93,0.419,13,34,0.382,22,33,0.667,10,43,28,7,5,13,18
31,UTA,W,107,106,42,89,0.472,9,25,0.36,14,22,0.636,8,51,19,11,5,17,21,42,93,0.452,11,34,0.324,11,18,0.611,10,44,35,12,4,13,19
32,MIN,L,112,114,43,90,0.478,9,25,0.36,17,22,0.773,9,45,17,4,10,13,27,41,83,0.494,14,27,0.519,18,27,0.667,6,40,25,9,5,15,23
33,HOU,L,109,113,43,98,0.439,9,30,0.3,14,21,0.667,18,52,23,12,11,15,22,44,97,0.454,14,44,0.318,11,17,0.647,17,54,18,9,4,19,25
34,PHO,W,118,102,51,95,0.537,7,20,0.35,9,13,0.692,11,49,22,12,4,16,13,39,90,0.433,9,29,0.31,15,16,0.938,7,34,22,12,7,17,18
35,DAL,L,103,105,40,93,0.43,9,38,0.237,14,21,0.667,7,39,17,15,2,11,23,37,81,0.457,14,39,0.359,17,22,0.773,9,49,21,8,3,23,19
36,DAL,W,122,102,46,103,0.447,6,24,0.25,24,35,0.686,11,46,22,13,3,10,30,31,74,0.419,14,38,0.368,26,34,0.765,5,49,21,7,3,26,29
37,LAL,W,107,100,40,105,0.381,7,31,0.226,20,31,0.645,17,64,22,8,5,11,24,37,89,0.416,7,27,0.259,19,32,0.594,8,54,24,8,9,17,26
38,POR,W,111,109,40,94,0.426,8,25,0.32,23,26,0.885,11,49,18,9,6,10,21,41,95,0.432,9,31,0.29,18,21,0.857,11,50,30,6,5,12,17
39,WAS,L,98,116,38,88,0.432,10,25,0.4,12,19,0.632,7,41,22,8,3,14,17,44,101,0.436,10,37,0.27,18,22,0.818,16,55,25,8,8,9,16
40,MIN,L,117,119,43,85,0.506,12,30,0.4,19,26,0.731,10,43,22,4,5,16,30,38,90,0.422,11,31,0.355,32,40,0.8,15,42,25,9,4,10,23
41,SAS,L,147,154,58,114,0.509,15,35,0.429,16,24,0.667,14,49,33,8,5,13,24,56,99,0.566,16,19,0.842,26,29,0.897,5,43,38,8,10,17,25
42,SAS,W,122,112,43,93,0.462,11,23,0.478,25,29,0.862,7,47,27,10,5,7,16,44,96,0.458,10,31,0.323,14,20,0.7,13,52,21,5,7,14,18
43,ATL,L,126,142,43,94,0.457,9,32,0.281,31,41,0.756,15,40,22,16,3,12,18,56,90,0.622,18,37,0.486,12,16,0.75,10,44,36,8,4,18,28
44,LAL,L,128,138,41,104,0.394,22,54,0.407,24,36,0.667,15,44,31,10,4,15,22,50,99,0.505,19,40,0.475,19,21,0.905,14,63,37,11,5,23,24
45,PHI,W,117,115,41,93,0.441,12,31,0.387,23,26,0.885,11,45,20,10,6,10,24,38,81,0.469,11,32,0.344,28,39,0.718,12,47,28,6,7,17,20
46,NYK,W,127,109,45,83,0.542,15,29,0.517,22,27,0.815,10,49,26,7,2,18,31,39,87,0.448,7,23,0.304,24,32,0.75,11,36,25,8,3,12,23
47,POR,W,123,114,43,85,0.506,11,23,0.478,26,33,0.788,9,37,26,16,4,10,20,43,95,0.453,10,36,0.278,18,22,0.818,20,52,21,7,3,19,20
48,NOP,W,122,116,50,101,0.495,14,32,0.438,8,16,0.5,14,57,33,8,2,14,15,49,101,0.485,10,36,0.278,8,12,0.667,8,42,34,7,6,12,16
49,MIL,W,118,112,44,94,0.468,16,32,0.5,14,25,0.56,11,52,29,5,10,11,21,39,91,0.429,15,37,0.405,19,28,0.679,9,49,22,6,5,14,22
50,ORL,W,126,117,49,91,0.538,9,21,0.429,19,26,0.731,6,43,25,7,8,7,16,44,102,0.431,14,41,0.341,15,18,0.833,18,53,26,4,5,12,18
51,MIA,W,118,102,44,91,0.484,16,30,0.533,14,19,0.737,13,50,23,10,4,15,20,41,92,0.446,11,36,0.306,9,14,0.643,11,47,28,7,2,17,17
52,BOS,L,129,134,45,92,0.489,14,35,0.4,25,34,0.735,11,42,25,12,5,11,18,54,91,0.593,13,34,0.382,13,17,0.765,5,38,36,8,6,14,22
53,ORL,W,132,122,46,92,0.5,13,30,0.433,27,37,0.73,8,49,25,11,2,17,25,42,90,0.467,11,37,0.297,27,34,0.794,8,40,27,14,4,18,29
54,MEM,W,117,95,43,90,0.478,17,44,0.386,14,22,0.636,11,44,29,17,2,11,25,34,77,0.442,7,24,0.292,20,23,0.87,8,45,19,9,4,24,21
55,HOU,W,117,112,40,89,0.449,13,34,0.382,24,30,0.8,12,53,20,7,5,19,24,37,86,0.43,16,45,0.356,22,30,0.733,7,39,18,10,7,12,26
56,POR,W,120,111,41,86,0.477,16,35,0.457,22,29,0.759,7,45,23,9,7,12,28,36,87,0.414,11,29,0.379,28,38,0.737,10,46,18,8,7,13,24
57,NOP,L,122,131,50,106,0.472,10,44,0.227,12,13,0.923,17,48,27,8,6,13,21,50,92,0.543,12,26,0.462,19,24,0.792,13,51,35,7,7,14,15
58,UTA,W,148,147,55,118,0.466,18,44,0.409,20,25,0.8,11,43,29,16,5,11,29,52,105,0.495,18,40,0.45,25,31,0.806,15,61,33,8,10,24,25
59,SAC,L,116,119,40,105,0.381,14,46,0.304,22,28,0.786,16,59,17,2,6,14,26,44,97,0.454,7,19,0.368,24,34,0.706,7,47,24,7,7,9,21
60,DEN,L,112,121,43,95,0.453,10,38,0.263,16,25,0.64,14,46,31,10,5,17,34,41,88,0.466,13,28,0.464,26,35,0.743,11,47,28,9,4,18,28
61,PHI,L,104,108,38,87,0.437,8,27,0.296,20,28,0.714,8,44,28,5,3,12,18,42,91,0.462,12,30,0.4,12,19,0.632,8,44,33,9,5,13,24
62,SAS,L,102,116,40,88,0.455,7,29,0.241,15,24,0.625,11,45,17,7,2,13,19,45,91,0.495,8,19,0.421,18,25,0.72,11,49,15,8,6,11,19
63,MEM,W,99,95,33,93,0.355,9,30,0.3,24,33,0.727,17,53,19,10,5,14,19,35,79,0.443,7,22,0.318,18,19,0.947,4,44,22,9,9,20,25
64,MIN,L,120,131,42,94,0.447,18,46,0.391,18,31,0.581,15,45,20,4,8,12,26,47,89,0.528,11,22,0.5,26,35,0.743,10,52,28,6,2,9,24
65,POR,W,129,121,48,105,0.457,8,27,0.296,25,32,0.781,16,58,14,7,5,15,31,37,94,0.394,9,41,0.22,38,47,0.809,14,51,14,7,8,14,27
66,LAC,L,110,118,41,102,0.402,11,44,0.25,17,26,0.654,14,52,20,3,7,11,34,39,86,0.453,9,25,0.36,31,46,0.674,10,53,20,7,4,10,26
67,UTA,W,98,89,36,79,0.456,7,22,0.318,19,27,0.704,6,48,18,8,5,16,21,32,88,0.364,13,43,0.302,12,17,0.706,11,48,22,12,6,13,25
68,BRK,W,108,96,41,96,0.427,11,28,0.393,15,19,0.789,16,51,21,9,6,11,20,35,84,0.417,13,35,0.371,13,19,0.684,7,43,19,7,5,16,18
69,IND,L,106,108,38,86,0.442,14,30,0.467,16,20,0.8,8,44,24,11,5,17,28,37,82,0.451,7,22,0.318,27,32,0.844,6,39,24,11,3,16,17
70,GSW,L,88,110,31,96,0.323,13,41,0.317,13,23,0.565,17,52,18,4,5,16,18,39,83,0.47,15,35,0.429,17,22,0.773,8,53,25,10,6,16,22
71,MIA,L,107,116,38,87,0.437,10,37,0.27,21,27,0.778,13,49,21,4,8,19,17,46,97,0.474,9,29,0.31,15,16,0.938,9,44,30,13,4,8,23
72,TOR,L,114,123,43,103,0.417,13,43,0.302,15,29,0.517,16,48,22,6,2,17,22,45,87,0.517,14,36,0.389,19,21,0.905,6,52,30,11,5,17,27
73,TOR,W,116,109,42,94,0.447,20,43,0.465,12,14,0.857,12,39,30,9,6,12,21,39,78,0.5,13,25,0.52,18,21,0.857,11,46,20,7,7,21,24
74,MEM,L,103,115,38,95,0.4,12,36,0.333,15,20,0.75,12,41,17,8,4,10,25,40,89,0.449,11,33,0.333,24,31,0.774,13,57,31,8,3,11,18
75,IND,W,107,99,41,92,0.446,13,36,0.361,12,19,0.632,9,44,29,7,7,6,14,40,92,0.435,13,31,0.419,6,11,0.545,8,45,26,4,6,11,17
76,DEN,L,105,115,43,88,0.489,8,27,0.296,11,16,0.688,11,35,19,5,5,13,17,48,85,0.565,14,33,0.424,5,6,0.833,7,39,30,6,1,12,21
77,DAL,L,103,106,38,98,0.388,11,43,0.256,16,22,0.727,15,49,19,6,6,8,21,37,87,0.425,16,44,0.364,16,23,0.696,10,52,18,3,2,13,19
78,LAL,W,119,103,47,102,0.461,13,44,0.295,12,20,0.6,17,50,33,15,7,12,14,40,84,0.476,16,39,0.41,7,10,0.7,4,39,26,7,2,21,25
79,DET,W,123,110,48,101,0.475,12,29,0.414,15,22,0.682,21,59,30,10,4,17,24,35,81,0.432,15,41,0.366,25,31,0.806,4,32,20,10,8,14,23
80,MIN,W,132,126,48,92,0.522,14,34,0.412,22,26,0.846,14,46,27,6,4,13,30,46,85,0.541,10,23,0.435,24,29,0.828,6,32,29,9,5,13,24
81,HOU,W,112,111,40,96,0.417,16,41,0.39,16,20,0.8,18,56,20,5,2,12,19,38,88,0.432,18,53,0.34,17,20,0.85,9,42,18,7,7,11,21
82,MIL,W,127,116,48,99,0.485,23,54,0.426,8,13,0.615,9,53,40,7,3,12,20,43,100,0.43,15,46,0.326,15,21,0.714,11,53,27,7,1,14,14
