Game,Opp,Year,Result,TmScore,OppScore,FG,FGA,FGPCT,3P,3PA,3PPCT,FT,FTA,FTPCT,ORB,TRB,AST,STL,BLK,TOV,PF,OppFG,OppFGA,OppFG%,Opp3P,Opp3PA,Opp3P%,OppFT,OppFTA,OppFT%,OppORB,OppTRB,OppAST,OppSTL,OppBLK,OppTOV,OppPF
44,POR,2006-2007,W,103,91,38,78,0.487,5,10,0.5,22,27,0.815,13,46,20,5,5,8,17,34,81,0.42,10,24,0.417,13,21,0.619,17,42,17,5,6,9,22
45,PHI,2006-2007,L,78,89,35,89,0.393,3,11,0.273,5,8,0.625,13,40,15,3,3,5,19,31,77,0.403,3,9,0.333,24,31,0.774,17,58,16,1,6,9,13
46,MIN,2006-2007,W,90,83,37,85,0.435,2,10,0.2,14,21,0.667,16,50,13,8,9,7,19,33,85,0.388,4,19,0.211,13,15,0.867,12,45,21,2,3,12,16
47,HOU,2006-2007,W,87,74,29,72,0.403,10,20,0.5,19,23,0.826,10,49,22,7,2,15,19,29,78,0.372,7,24,0.292,9,14,0.643,8,36,16,7,3,12,22
48,SAC,2006-2007,L,99,105,39,92,0.424,5,15,0.333,16,24,0.667,13,41,17,9,4,11,17,40,76,0.526,8,16,0.5,17,19,0.895,2,37,24,9,5,15,21
49,DEN,2006-2007,W,114,112,46,106,0.434,6,14,0.429,16,25,0.64,21,57,18,7,5,12,21,44,98,0.449,5,22,0.227,19,27,0.704,14,46,28,8,8,13,23
50,MIL,2006-2007,W,109,101,39,105,0.371,5,20,0.25,26,35,0.743,31,71,22,8,6,22,22,40,95,0.421,2,18,0.111,19,26,0.731,16,49,18,12,1,15,28
51,MEM,2006-2007,W,114,99,48,86,0.558,5,10,0.5,13,22,0.591,11,47,26,5,5,8,19,36,82,0.439,9,19,0.474,18,23,0.783,7,33,21,2,5,10,21
52,MEM,2006-2007,L,104,108,41,103,0.398,6,19,0.316,16,27,0.593,24,58,21,10,5,16,28,36,84,0.429,12,30,0.4,24,33,0.727,13,49,21,11,8,18,25
53,SAC,2006-2007,W,110,93,45,78,0.577,6,14,0.429,14,21,0.667,9,45,23,5,7,16,23,31,77,0.403,6,18,0.333,25,35,0.714,9,33,13,9,2,11,20
54,CHA,2006-2007,L,100,104,38,83,0.458,6,13,0.462,18,25,0.72,13,47,16,3,5,14,20,38,85,0.447,10,17,0.588,18,20,0.9,8,36,27,8,6,10,24
55,NJN,2006-2007,W,111,107,36,71,0.507,4,12,0.333,35,41,0.854,8,38,22,8,1,11,25,38,79,0.481,9,27,0.333,22,26,0.846,11,34,32,5,1,14,29
56,SEA,2006-2007,W,98,97,36,97,0.371,4,21,0.19,22,29,0.759,26,56,20,13,6,8,15,38,73,0.521,9,17,0.529,12,16,0.75,5,42,16,2,3,18,18
57,CLE,2006-2007,L,89,97,39,82,0.476,1,9,0.111,10,15,0.667,12,44,20,6,6,16,19,40,82,0.488,8,16,0.5,9,13,0.692,6,35,23,7,4,16,17
58,ATL,2006-2007,W,107,100,36,83,0.434,5,8,0.625,30,38,0.789,14,46,23,8,5,9,14,41,78,0.526,6,13,0.462,12,15,0.8,3,32,28,4,9,11,27
59,CHI,2006-2007,L,93,104,32,81,0.395,6,17,0.353,23,28,0.821,12,37,19,6,4,16,18,41,75,0.547,4,9,0.444,18,22,0.818,7,39,23,8,11,21,24
60,UTA,2006-2007,L,94,108,38,85,0.447,4,16,0.25,14,21,0.667,13,37,21,6,2,8,29,36,74,0.486,5,14,0.357,31,41,0.756,15,47,18,6,5,11,19
61,DEN,2006-2007,L,91,106,36,92,0.391,7,18,0.389,12,19,0.632,17,46,20,7,8,13,18,41,81,0.506,7,16,0.438,17,21,0.81,10,46,28,7,8,16,21
62,PHO,2006-2007,L,103,104,41,85,0.482,9,25,0.36,12,13,0.923,10,45,20,5,3,10,13,40,86,0.465,14,35,0.4,10,15,0.667,11,42,25,6,5,10,14
63,UTA,2006-2007,L,86,96,33,73,0.452,6,19,0.316,14,19,0.737,6,32,24,7,8,15,19,36,81,0.444,6,15,0.4,18,24,0.75,15,44,22,9,4,14,21
64,NJN,2006-2007,L,108,112,40,86,0.465,9,16,0.563,19,27,0.704,19,42,23,9,2,14,22,42,72,0.583,11,20,0.55,17,29,0.586,8,36,29,9,2,14,22
65,NYK,2006-2007,W,92,90,31,73,0.425,9,16,0.563,21,27,0.778,18,43,16,5,3,17,16,36,75,0.48,3,13,0.231,15,15,1,10,32,23,8,3,12,23
66,WAS,2006-2007,L,103,125,39,80,0.488,5,19,0.263,20,22,0.909,8,32,23,5,2,14,19,52,89,0.584,9,22,0.409,12,18,0.667,12,43,24,9,2,9,19
67,BOS,2006-2007,W,106,88,40,76,0.526,10,17,0.588,16,24,0.667,8,37,19,8,5,16,18,36,82,0.439,8,15,0.533,8,11,0.727,11,39,16,9,5,19,21
68,MEM,2006-2007,W,114,103,42,70,0.6,7,14,0.5,23,26,0.885,8,30,23,7,5,17,18,40,78,0.513,6,20,0.3,17,19,0.895,10,30,17,10,4,16,25
69,LAL,2006-2007,L,105,111,38,92,0.413,7,19,0.368,22,29,0.759,15,51,22,6,3,10,17,43,86,0.5,6,22,0.273,19,21,0.905,6,41,22,4,7,10,23
70,HOU,2006-2007,W,106,94,42,85,0.494,6,13,0.462,16,18,0.889,9,43,14,1,5,7,9,37,85,0.435,10,28,0.357,10,13,0.769,9,35,18,4,2,7,18
71,DAL,2006-2007,L,89,105,34,81,0.42,7,15,0.467,14,18,0.778,16,37,14,8,5,16,17,44,80,0.55,7,14,0.5,10,13,0.769,11,36,22,8,4,12,22
72,SAS,2006-2007,L,88,92,31,66,0.47,8,13,0.615,18,20,0.9,4,38,15,6,6,19,18,34,78,0.436,11,28,0.393,13,16,0.813,6,35,22,5,3,9,18
73,NYK,2006-2007,W,103,94,35,78,0.449,9,20,0.45,24,35,0.686,9,40,19,10,3,10,17,37,85,0.435,7,23,0.304,13,20,0.65,16,49,18,2,1,15,26
74,MIL,2006-2007,W,119,101,42,77,0.545,9,20,0.45,26,31,0.839,12,47,29,6,5,19,12,41,85,0.482,9,26,0.346,10,14,0.714,4,25,24,8,2,13,22
75,SEA,2006-2007,W,101,92,38,87,0.437,8,20,0.4,17,19,0.895,16,55,23,5,4,17,15,39,94,0.415,8,28,0.286,6,8,0.75,12,38,14,7,4,13,21
76,PHO,2006-2007,L,95,103,38,80,0.475,7,17,0.412,12,13,0.923,5,33,22,6,4,14,19,43,85,0.506,8,30,0.267,9,11,0.818,8,42,27,4,6,14,20
77,MIN,2006-2007,W,96,94,30,91,0.33,8,30,0.267,28,38,0.737,17,47,18,7,4,9,17,35,75,0.467,14,23,0.609,10,14,0.714,4,43,27,4,8,16,30
78,LAC,2006-2007,W,103,100,37,82,0.451,6,22,0.273,23,30,0.767,8,42,20,7,2,8,20,39,88,0.443,4,15,0.267,18,24,0.75,15,50,17,7,3,13,21
79,DEN,2006-2007,L,105,107,43,92,0.467,6,25,0.24,13,16,0.813,17,47,16,5,5,11,16,44,84,0.524,5,15,0.333,14,20,0.7,10,37,23,9,12,8,13
80,HOU,2006-2007,L,112,123,45,83,0.542,5,17,0.294,17,20,0.85,10,33,26,5,3,13,16,49,84,0.583,9,19,0.474,16,20,0.8,8,30,33,8,4,9,17
81,SAC,2006-2007,W,125,118,48,86,0.558,9,21,0.429,20,22,0.909,7,42,28,5,4,11,23,45,91,0.495,10,28,0.357,18,26,0.692,11,40,24,3,5,7,20
82,LAC,2006-2007,W,86,83,35,81,0.432,5,18,0.278,11,11,1,13,34,21,7,4,10,17,31,77,0.403,5,11,0.455,16,23,0.696,20,45,19,6,5,14,17
