Game,Opp,Year,Result,TmScore,OppScore,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,OppFG,OppFGA,OppFG%,Opp3P,Opp3PA,Opp3P%,OppFT,OppFTA,OppFT%,OppORB,OppTRB,OppAST,OppSTL,OppBLK,OppTOV,OppPF
40,DAL,2013-14,W,129,127,42,83,0.506,17,34,0.5,28,37,0.757,11,38,34,6,4,12,17,51,97,0.526,12,25,0.48,13,21,0.619,17,47,37,7,2,9,24
41,NYK,2013-14,W,109,95,33,78,0.423,8,30,0.267,35,42,0.833,8,44,17,9,4,11,27,29,83,0.349,7,23,0.304,30,36,0.833,20,55,20,2,1,18,32
42,IND,2013-14,L,92,106,33,83,0.398,5,20,0.25,21,24,0.875,9,39,17,3,4,12,18,38,83,0.458,9,19,0.474,21,22,0.955,13,48,17,5,8,12,25
43,DET,2013-14,W,112,103,40,72,0.556,9,21,0.429,23,37,0.622,15,44,27,7,7,18,19,40,79,0.506,2,14,0.143,21,29,0.724,8,30,17,10,4,12,28
44,CHA,2013-14,L,91,95,39,90,0.433,6,26,0.231,7,9,0.778,10,43,24,5,4,13,19,39,84,0.464,5,15,0.333,12,20,0.6,7,41,22,6,6,10,17
45,CHI,2013-14,W,112,95,41,76,0.539,13,21,0.619,17,26,0.654,10,40,26,4,2,7,17,40,93,0.43,6,19,0.316,9,11,0.818,20,46,27,5,2,8,17
46,TOR,2013-14,W,126,118,46,84,0.548,12,22,0.545,22,25,0.88,8,32,20,10,1,6,23,36,74,0.486,14,29,0.483,32,38,0.842,15,42,24,4,1,14,22
47,MIL,2013-14,W,114,86,43,79,0.544,14,28,0.5,14,19,0.737,11,47,29,9,3,17,25,34,89,0.382,4,22,0.182,14,22,0.636,17,41,24,6,3,11,15
48,WAS,2013-14,W,110,103,36,73,0.493,6,15,0.4,32,42,0.762,8,43,21,5,3,19,16,45,88,0.511,3,22,0.136,10,17,0.588,6,36,31,10,4,16,26
49,GSW,2013-14,L,92,111,31,76,0.408,8,24,0.333,22,34,0.647,8,34,17,6,1,13,15,45,91,0.495,6,21,0.286,15,20,0.75,16,53,24,8,5,11,21
50,UTA,2013-14,W,102,87,38,74,0.514,2,12,0.167,24,37,0.649,14,45,25,7,6,11,22,29,81,0.358,10,30,0.333,19,28,0.679,15,42,19,5,1,11,27
51,DEN,2013-14,L,115,116,42,84,0.5,6,21,0.286,25,34,0.735,9,37,31,12,5,11,27,40,83,0.482,5,18,0.278,31,44,0.705,17,52,18,8,6,17,23
52,MIA,2013-14,L,112,116,37,86,0.43,7,25,0.28,31,42,0.738,21,52,26,8,2,20,24,41,78,0.526,13,31,0.419,21,26,0.808,7,31,33,11,5,15,32
53,TOR,2013-14,W,118,105,36,71,0.507,9,24,0.375,37,54,0.685,10,45,25,6,4,12,28,34,85,0.4,7,26,0.269,30,40,0.75,16,44,22,7,2,9,35
54,PHI,2013-14,W,123,78,50,89,0.562,9,28,0.321,14,17,0.824,11,59,33,12,9,22,20,27,100,0.27,3,28,0.107,21,25,0.84,20,44,16,15,4,17,16
55,POR,2013-14,W,122,117,46,79,0.582,4,10,0.4,26,31,0.839,5,33,24,13,2,8,20,43,84,0.512,13,31,0.419,18,22,0.818,9,32,26,2,2,16,27
56,SAS,2013-14,L,103,113,35,81,0.432,6,21,0.286,27,38,0.711,9,38,19,11,6,12,20,44,88,0.5,9,20,0.45,16,21,0.762,12,48,26,5,4,17,28
57,MEM,2013-14,L,96,102,31,80,0.388,7,24,0.292,27,43,0.628,13,47,23,6,4,12,15,42,87,0.483,5,15,0.333,13,15,0.867,6,42,27,7,9,11,30
58,OKC,2013-14,W,125,117,42,81,0.519,13,30,0.433,28,39,0.718,10,44,26,8,2,17,23,43,93,0.462,12,29,0.414,19,24,0.792,10,37,26,9,3,14,30
59,NOP,2013-14,W,123,110,43,83,0.518,16,28,0.571,21,26,0.808,10,40,34,4,5,9,28,37,87,0.425,7,18,0.389,29,35,0.829,20,50,24,2,7,9,23
60,HOU,2013-14,W,101,93,41,93,0.441,8,24,0.333,11,13,0.846,14,42,25,12,8,11,23,34,77,0.442,8,25,0.32,17,24,0.708,12,46,19,6,4,20,20
61,NOP,2013-14,W,108,76,38,81,0.469,9,25,0.36,23,32,0.719,9,45,25,9,9,11,22,28,85,0.329,3,22,0.136,17,19,0.895,11,44,13,4,6,20,29
62,PHO,2013-14,W,104,96,40,78,0.513,8,20,0.4,16,22,0.727,9,40,26,7,5,15,21,39,86,0.453,7,19,0.368,11,19,0.579,16,46,22,8,0,18,24
63,LAL,2013-14,W,142,94,57,103,0.553,12,26,0.462,16,22,0.727,16,64,34,16,5,17,21,34,86,0.395,8,30,0.267,18,26,0.692,4,33,26,9,2,22,16
64,ATL,2013-14,W,109,108,42,79,0.532,7,22,0.318,18,24,0.75,13,35,26,7,4,18,21,38,76,0.5,12,28,0.429,20,26,0.769,8,29,29,13,1,15,20
65,PHO,2013-14,W,112,105,43,78,0.551,4,14,0.286,22,31,0.71,9,42,25,11,4,21,28,39,85,0.459,7,20,0.35,20,29,0.69,13,36,22,11,5,16,25
66,GSW,2013-14,W,111,98,43,88,0.489,8,18,0.444,17,24,0.708,11,49,23,7,9,10,21,36,82,0.439,8,21,0.381,18,25,0.72,6,36,27,6,2,12,21
67,UTA,2013-14,W,96,87,37,76,0.487,9,23,0.391,13,20,0.65,6,32,20,12,3,11,16,35,77,0.455,7,14,0.5,10,13,0.769,9,39,18,7,3,16,17
68,CLE,2013-14,W,102,80,42,94,0.447,8,28,0.286,10,15,0.667,10,41,32,8,3,5,20,29,83,0.349,8,24,0.333,14,20,0.7,16,48,19,2,1,17,17
69,DEN,2013-14,L,100,110,36,92,0.391,5,21,0.238,23,25,0.92,16,43,22,13,5,15,28,38,93,0.409,6,25,0.24,28,33,0.848,19,55,22,11,4,16,23
70,DET,2013-14,W,112,103,45,83,0.542,11,29,0.379,11,17,0.647,7,40,31,13,10,13,15,42,93,0.452,12,29,0.414,7,13,0.538,16,46,29,9,2,15,15
71,MIL,2013-14,W,106,98,38,78,0.487,8,18,0.444,22,27,0.815,7,40,29,7,6,13,17,41,85,0.482,5,13,0.385,11,16,0.688,11,38,27,6,2,10,18
72,NOP,2013-14,L,96,98,33,80,0.413,13,30,0.433,17,28,0.607,12,40,25,7,9,12,21,38,90,0.422,3,12,0.25,19,25,0.76,17,53,24,6,9,11,20
73,DAL,2013-14,W,109,103,38,82,0.463,11,26,0.423,22,25,0.88,13,41,22,10,3,19,24,37,79,0.468,10,20,0.5,19,27,0.704,11,43,21,12,4,17,21
74,HOU,2013-14,W,118,107,42,89,0.472,12,41,0.293,22,36,0.611,12,43,26,10,10,9,29,32,79,0.405,7,25,0.28,36,45,0.8,14,49,14,2,3,19,25
75,MIN,2013-14,W,114,104,38,82,0.463,12,30,0.4,26,32,0.813,13,49,23,8,4,18,18,41,96,0.427,10,26,0.385,12,14,0.857,12,42,30,9,4,17,23
76,PHO,2013-14,W,112,108,37,79,0.468,11,26,0.423,27,30,0.9,10,36,18,10,4,13,24,36,78,0.462,8,28,0.286,28,33,0.848,14,38,17,4,4,14,26
77,DAL,2013-14,L,107,113,39,91,0.429,6,27,0.222,23,29,0.793,12,41,26,7,4,6,20,41,82,0.5,14,29,0.483,17,20,0.85,8,46,24,4,9,11,21
78,LAL,2013-14,W,120,97,47,83,0.566,10,19,0.526,16,26,0.615,8,52,28,12,5,16,17,36,86,0.419,7,31,0.226,18,23,0.783,8,38,26,9,0,14,19
79,OKC,2013-14,L,101,107,36,86,0.419,8,27,0.296,21,34,0.618,15,52,23,7,5,16,22,38,90,0.422,5,21,0.238,26,32,0.813,11,44,18,8,8,8,24
80,SAC,2013-14,W,117,101,41,81,0.506,9,19,0.474,26,36,0.722,10,43,31,6,8,11,26,35,82,0.427,4,9,0.444,27,33,0.818,12,38,21,5,4,10,26
81,DEN,2013-14,W,117,105,44,83,0.53,9,24,0.375,20,30,0.667,7,41,29,11,4,15,21,35,82,0.427,8,29,0.276,27,30,0.9,13,43,20,10,4,19,26
82,POR,2013-14,L,104,110,34,84,0.405,8,34,0.235,28,33,0.848,8,42,20,4,4,8,20,42,101,0.416,10,26,0.385,16,22,0.727,24,65,29,5,2,10,23
