Game,Opp,Year,Result,TmScore,OppScore,FG,FGA,FGPCT,3P,3PA,3PPCT,FT,FTA,FTPCT,ORB,TRB,AST,STL,BLK,TOV,PF,OppFG,OppFGA,OppFG%,Opp3P,Opp3PA,Opp3P%,OppFT,OppFTA,OppFT%,OppORB,OppTRB,OppAST,OppSTL,OppBLK,OppTOV,OppPF
12,LAC,2009-2010,W,110,102,37,81,0.457,8,28,0.286,28,33,0.848,19,51,23,9,2,16,24,39,82,0.476,7,20,0.35,17,21,0.81,11,36,25,4,5,17,27
13,PHO,2009-2010,W,110,103,39,97,0.402,13,25,0.52,19,23,0.826,25,56,24,8,2,16,18,38,83,0.458,11,28,0.393,16,22,0.727,14,38,26,11,7,11,23
14,ATL,2009-2010,W,96,88,37,85,0.435,12,17,0.706,10,17,0.588,13,48,22,3,9,12,16,35,94,0.372,4,22,0.182,14,17,0.824,20,52,15,5,7,6,17
15,MIA,2009-2010,L,101,102,36,91,0.396,12,28,0.429,17,19,0.895,11,41,22,7,3,9,25,37,71,0.521,7,13,0.538,21,28,0.75,4,42,21,2,8,14,20
16,MIL,2009-2010,W,102,99,34,93,0.366,6,24,0.25,28,31,0.903,19,61,20,9,4,23,24,38,96,0.396,7,25,0.28,16,22,0.727,11,49,27,10,6,18,26
17,SAC,2009-2010,L,96,112,37,80,0.463,5,19,0.263,17,20,0.85,11,32,18,6,6,14,17,44,83,0.53,9,18,0.5,15,19,0.789,10,38,17,6,1,12,16
18,LAL,2009-2010,L,99,110,41,86,0.477,4,21,0.19,13,15,0.867,8,38,27,10,1,15,26,38,73,0.521,6,22,0.273,28,33,0.848,2,34,26,11,4,16,14
19,MIN,2009-2010,W,98,89,39,78,0.5,8,21,0.381,12,21,0.571,7,40,28,10,8,16,17,36,85,0.424,7,14,0.5,10,16,0.625,16,50,23,9,1,17,21
20,SAC,2009-2010,W,96,94,37,74,0.5,8,18,0.444,14,23,0.609,8,41,24,7,7,12,19,41,81,0.506,3,13,0.231,9,19,0.474,9,39,27,9,2,9,20
21,MIN,2009-2010,W,97,96,39,83,0.47,13,25,0.52,6,10,0.6,5,29,26,11,3,12,20,41,78,0.526,3,9,0.333,11,20,0.55,13,49,26,8,3,19,16
22,NYK,2009-2010,L,96,113,34,85,0.4,6,27,0.222,22,25,0.88,11,41,23,4,2,11,16,43,78,0.551,13,25,0.52,14,15,0.933,6,47,26,7,7,15,25
23,DAL,2009-2010,L,90,94,39,89,0.438,7,23,0.304,5,11,0.455,9,33,24,14,5,10,16,38,69,0.551,6,15,0.4,12,13,0.923,6,40,23,5,4,23,13
24,DET,2009-2010,W,95,87,35,71,0.493,6,21,0.286,19,23,0.826,11,41,19,5,1,18,17,35,77,0.455,5,14,0.357,12,16,0.75,12,35,22,10,1,15,20
25,DEN,2009-2010,W,98,92,40,83,0.482,8,19,0.421,10,15,0.667,8,43,23,5,6,9,17,36,77,0.468,3,16,0.188,17,23,0.739,8,45,18,6,6,10,15
26,TOR,2009-2010,L,92,98,37,95,0.389,3,21,0.143,15,20,0.75,18,50,19,6,1,11,18,41,87,0.471,3,15,0.2,13,19,0.684,12,52,24,6,6,15,18
27,GSW,2009-2010,W,108,102,40,96,0.417,8,17,0.471,20,24,0.833,18,52,22,6,3,17,20,40,84,0.476,5,18,0.278,17,22,0.773,7,38,17,12,9,12,22
28,CHI,2009-2010,L,85,96,33,79,0.418,9,19,0.474,10,14,0.714,3,34,16,8,8,12,15,42,91,0.462,4,9,0.444,8,11,0.727,10,51,28,5,8,15,13
29,HOU,2009-2010,L,100,108,42,84,0.5,5,14,0.357,11,16,0.688,9,42,20,8,7,9,23,37,76,0.487,12,23,0.522,22,28,0.786,9,38,27,4,2,12,18
30,MIA,2009-2010,W,95,91,34,78,0.436,7,17,0.412,20,22,0.909,10,44,17,6,2,13,15,32,78,0.41,7,19,0.368,20,25,0.8,11,43,19,7,3,12,19
31,HOU,2009-2010,W,99,95,38,85,0.447,3,14,0.214,20,24,0.833,10,37,18,7,1,7,21,35,72,0.486,8,20,0.4,17,21,0.81,8,39,21,3,1,16,25
32,UTA,2009-2010,W,91,87,34,78,0.436,9,27,0.333,14,19,0.737,14,48,18,7,7,17,19,33,87,0.379,7,14,0.5,14,16,0.875,14,43,23,6,1,13,21
33,OKC,2009-2010,W,97,92,37,75,0.493,7,22,0.318,16,17,0.941,5,35,19,6,5,8,18,35,79,0.443,4,15,0.267,18,23,0.783,13,44,18,6,1,11,18
34,NJN,2009-2010,W,103,99,39,84,0.464,5,21,0.238,20,26,0.769,12,41,27,9,1,10,16,37,83,0.446,9,17,0.529,16,17,0.941,13,44,23,5,3,14,22
35,WAS,2009-2010,W,115,110,42,80,0.525,13,23,0.565,18,28,0.643,6,29,23,9,2,10,21,44,75,0.587,6,16,0.375,16,21,0.762,7,40,22,6,7,19,23
36,PHI,2009-2010,L,92,96,37,91,0.407,8,18,0.444,10,12,0.833,19,51,21,5,0,10,18,33,79,0.418,8,15,0.533,22,27,0.815,9,43,22,7,5,12,21
37,LAC,2009-2010,W,108,94,45,87,0.517,9,27,0.333,9,12,0.75,9,38,26,7,1,6,22,35,86,0.407,1,14,0.071,23,32,0.719,17,46,16,2,1,10,14
38,DET,2009-2010,L,104,110,38,79,0.481,7,22,0.318,21,25,0.84,2,34,25,9,3,13,31,36,80,0.45,7,17,0.412,31,40,0.775,10,46,27,5,3,15,20
39,IND,2009-2010,W,101,96,39,91,0.429,4,15,0.267,19,23,0.826,11,49,18,7,5,7,20,38,88,0.432,6,29,0.207,14,18,0.778,5,37,17,3,7,11,18
40,SAS,2009-2010,L,90,97,38,83,0.458,4,13,0.308,10,12,0.833,8,38,25,4,3,9,23,33,78,0.423,7,18,0.389,24,38,0.632,16,50,13,4,2,9,17
41,MEM,2009-2010,W,113,111,48,87,0.552,4,19,0.211,13,17,0.765,12,39,28,9,5,11,17,45,85,0.529,4,13,0.308,17,20,0.85,12,37,22,9,5,15,18
42,MIN,2009-2010,W,96,94,32,73,0.438,4,20,0.2,28,34,0.824,10,34,18,8,1,12,19,38,80,0.475,4,12,0.333,14,16,0.875,11,43,20,8,6,19,25
43,DEN,2009-2010,L,110,116,42,92,0.457,7,26,0.269,19,22,0.864,7,37,22,9,2,8,20,40,90,0.444,10,27,0.37,26,36,0.722,20,61,26,5,1,14,21
44,POR,2009-2010,W,98,97,35,68,0.515,9,19,0.474,19,22,0.864,5,33,20,6,4,12,16,40,84,0.476,8,17,0.471,9,13,0.692,12,39,28,6,3,12,22
45,GSW,2009-2010,W,123,110,45,86,0.523,6,17,0.353,27,29,0.931,14,46,18,11,2,24,15,45,89,0.506,7,20,0.35,13,18,0.722,8,31,31,14,4,18,25
46,CHI,2009-2010,L,106,108,39,99,0.394,12,22,0.545,16,19,0.842,13,50,22,8,5,12,21,41,91,0.451,5,13,0.385,21,27,0.778,9,52,23,10,6,13,18
47,MEM,2009-2010,W,109,102,40,84,0.476,4,14,0.286,25,31,0.806,13,43,22,7,5,13,21,43,99,0.434,3,21,0.143,13,18,0.722,23,54,18,9,7,14,27
48,PHO,2009-2010,L,100,109,41,90,0.456,6,18,0.333,12,16,0.75,11,38,30,8,1,11,19,43,83,0.518,6,21,0.286,17,23,0.739,10,44,28,6,7,15,15
49,OKC,2009-2010,L,99,103,41,91,0.451,8,23,0.348,9,11,0.818,10,37,30,10,5,9,13,42,73,0.575,5,12,0.417,14,17,0.824,5,43,24,4,6,18,15
50,PHI,2009-2010,L,94,101,37,79,0.468,11,21,0.524,9,14,0.643,7,36,26,5,3,12,21,38,79,0.481,6,13,0.462,19,25,0.76,11,46,19,8,7,14,21
51,CHA,2009-2010,W,104,99,39,77,0.506,9,22,0.409,17,21,0.81,6,37,20,5,4,10,21,37,77,0.481,7,18,0.389,18,27,0.667,6,35,29,9,2,11,14
52,ORL,2009-2010,L,117,123,46,89,0.517,9,18,0.5,16,19,0.842,7,33,21,8,1,10,21,45,83,0.542,12,26,0.462,21,28,0.75,6,41,21,6,5,14,18
53,BOS,2009-2010,W,93,85,34,75,0.453,8,18,0.444,17,21,0.81,9,47,22,10,5,23,18,34,72,0.472,1,8,0.125,16,27,0.593,5,37,20,12,5,22,20
54,UTA,2009-2010,L,90,98,34,88,0.386,9,21,0.429,13,18,0.722,11,37,22,13,5,16,22,38,70,0.543,3,9,0.333,19,22,0.864,6,42,26,9,7,22,16
55,IND,2009-2010,W,107,101,39,84,0.464,7,18,0.389,22,32,0.688,15,56,27,6,5,19,14,39,90,0.433,10,27,0.37,13,15,0.867,6,35,24,8,8,10,24
56,HOU,2009-2010,W,102,94,37,85,0.435,6,20,0.3,22,27,0.815,10,48,18,11,7,14,20,40,92,0.435,7,25,0.28,7,14,0.5,13,48,24,8,6,17,25
57,CLE,2009-2010,L,95,105,39,78,0.5,4,17,0.235,13,13,1,5,39,20,4,0,12,21,40,82,0.488,8,25,0.32,17,24,0.708,8,36,29,7,4,8,15
58,MIL,2009-2010,L,95,115,35,82,0.427,5,15,0.333,20,24,0.833,10,40,17,5,2,11,17,48,93,0.516,6,18,0.333,13,17,0.765,14,48,26,3,8,8,20
59,ORL,2009-2010,W,100,93,39,81,0.481,3,8,0.375,19,25,0.76,12,43,13,10,3,10,16,38,77,0.494,7,27,0.259,10,16,0.625,11,38,19,5,4,18,18
60,DAL,2009-2010,L,100,108,37,83,0.446,6,21,0.286,20,23,0.87,15,43,14,8,5,14,15,45,87,0.517,4,15,0.267,14,17,0.824,12,43,31,9,3,13,20
61,SAS,2009-2010,L,92,106,37,82,0.451,8,18,0.444,10,13,0.769,11,44,22,4,4,11,14,42,83,0.506,8,23,0.348,14,17,0.824,9,41,23,7,8,9,19
62,MEM,2009-2010,L,100,104,41,82,0.5,5,17,0.294,13,13,1,8,34,29,11,9,20,29,39,79,0.494,2,11,0.182,24,38,0.632,11,39,19,12,3,15,14
63,SAS,2009-2010,L,91,102,41,83,0.494,4,10,0.4,5,9,0.556,7,32,14,10,6,10,15,38,71,0.535,12,20,0.6,14,21,0.667,7,38,26,7,5,12,16
64,GSW,2009-2010,W,135,131,54,92,0.587,10,22,0.455,17,24,0.708,15,44,38,8,1,16,18,50,85,0.588,13,25,0.52,18,21,0.857,4,23,26,9,3,13,23
65,OKC,2009-2010,L,83,98,34,79,0.43,3,14,0.214,12,19,0.632,8,38,16,7,5,14,17,39,83,0.47,2,9,0.222,18,23,0.783,14,47,19,7,4,12,13
66,DEN,2009-2010,L,95,102,37,89,0.416,4,17,0.235,17,21,0.81,9,36,23,12,1,12,18,37,79,0.468,3,22,0.136,25,28,0.893,10,49,23,9,1,19,16
67,PHO,2009-2010,L,106,120,42,90,0.467,7,15,0.467,15,20,0.75,14,41,22,11,2,13,23,42,73,0.575,8,16,0.5,28,35,0.8,5,38,29,6,3,18,16
68,LAC,2009-2010,W,108,100,48,85,0.565,9,18,0.5,3,5,0.6,6,42,31,3,2,14,17,40,93,0.43,5,25,0.2,15,19,0.789,13,39,30,5,1,8,12
69,GSW,2009-2010,L,121,131,44,86,0.512,7,21,0.333,26,34,0.765,13,39,28,7,2,18,19,47,87,0.54,13,27,0.481,24,26,0.923,6,32,32,14,3,13,25
70,DEN,2009-2010,L,80,93,33,77,0.429,2,8,0.25,12,15,0.8,11,44,16,5,4,19,23,38,95,0.4,2,14,0.143,15,21,0.714,20,49,21,12,6,10,15
71,UTA,2009-2010,L,86,106,34,79,0.43,3,13,0.231,15,24,0.625,18,44,19,3,6,17,16,43,77,0.558,3,13,0.231,17,26,0.654,11,41,28,12,4,12,20
72,DAL,2009-2010,W,115,99,45,83,0.542,12,24,0.5,13,17,0.765,8,37,33,9,3,10,15,42,81,0.519,8,16,0.5,7,13,0.538,11,36,22,4,6,18,18
73,CLE,2009-2010,L,92,105,37,84,0.44,6,21,0.286,12,15,0.8,13,37,29,6,2,9,17,44,77,0.571,6,20,0.3,11,16,0.688,7,40,26,4,2,9,16
74,POR,2009-2010,L,101,112,41,70,0.586,7,12,0.583,12,17,0.706,6,25,24,6,1,12,22,43,75,0.573,6,18,0.333,20,23,0.87,12,35,23,5,2,11,15
75,LAL,2009-2010,W,108,100,36,73,0.493,10,23,0.435,26,34,0.765,8,40,22,6,4,8,20,38,91,0.418,7,29,0.241,17,22,0.773,19,48,18,4,2,9,27
76,WAS,2009-2010,L,91,96,37,77,0.481,3,11,0.273,14,18,0.778,11,36,18,8,1,13,22,38,68,0.559,3,6,0.5,17,21,0.81,4,28,18,4,4,14,18
77,MEM,2009-2010,L,96,107,41,93,0.441,5,20,0.25,9,13,0.692,11,41,17,7,7,11,23,40,90,0.444,5,13,0.385,22,30,0.733,17,56,15,8,5,13,17
78,NJN,2009-2010,L,87,115,37,93,0.398,1,11,0.091,12,18,0.667,14,35,26,11,6,10,17,46,79,0.582,4,9,0.444,19,22,0.864,9,45,34,10,10,15,15
79,CHA,2009-2010,L,103,104,39,81,0.481,8,20,0.4,17,22,0.773,9,34,23,14,5,14,23,36,74,0.486,11,24,0.458,21,24,0.875,10,41,22,8,6,22,20
80,UTA,2009-2010,L,103,114,39,79,0.494,8,15,0.533,17,24,0.708,7,35,20,7,4,13,18,44,80,0.55,8,20,0.4,18,24,0.75,7,41,32,10,4,11,23
81,MIN,2009-2010,W,114,86,43,82,0.524,4,15,0.267,24,27,0.889,11,49,30,11,2,20,28,26,66,0.394,3,13,0.231,31,38,0.816,4,30,13,9,3,19,22
82,HOU,2009-2010,W,123,115,51,80,0.638,9,15,0.6,12,16,0.75,5,37,28,6,2,14,17,47,87,0.54,6,19,0.316,15,25,0.6,9,32,31,8,6,10,19
