Game,Opp,Year,Result,TmScore,OppScore,FG,FGA,FGPCT,3P,3PA,3PPCT,FT,FTA,FTPCT,ORB,TRB,AST,STL,BLK,TOV,PF,OppFG,OppFGA,OppFG%,Opp3P,Opp3PA,Opp3P%,OppFT,OppFTA,OppFT%,OppORB,OppTRB,OppAST,OppSTL,OppBLK,OppTOV,OppPF
18,BOS,2005-2006,L,87,101,32,77,0.416,0,3,0,23,33,0.697,11,36,16,7,4,14,21,34,71,0.479,3,12,0.25,30,35,0.857,11,41,13,7,6,15,26
19,POR,2005-2006,L,95,98,35,72,0.486,4,9,0.444,21,25,0.84,6,35,13,7,3,15,26,40,82,0.488,6,10,0.6,12,25,0.48,13,41,18,3,4,15,27
20,SAC,2005-2006,L,100,110,36,77,0.468,6,9,0.667,22,26,0.846,14,33,22,10,3,14,27,38,79,0.481,9,19,0.474,25,31,0.806,13,39,21,8,9,14,18
21,PHO,2005-2006,W,91,87,33,77,0.429,6,10,0.6,19,23,0.826,5,41,16,11,1,12,15,36,79,0.456,10,24,0.417,5,7,0.714,6,38,25,4,9,19,21
22,LAC,2005-2006,W,102,89,37,75,0.493,7,13,0.538,21,30,0.7,6,39,19,7,2,9,22,33,71,0.465,2,7,0.286,21,25,0.84,6,37,8,7,4,16,24
23,PHO,2005-2006,L,88,101,38,84,0.452,2,10,0.2,10,16,0.625,11,43,19,6,9,17,16,42,92,0.457,8,29,0.276,9,10,0.9,13,51,28,5,8,13,13
24,SAS,2005-2006,W,89,76,38,86,0.442,1,6,0.167,12,16,0.75,10,38,20,15,4,11,17,30,67,0.448,6,11,0.545,10,14,0.714,6,34,14,4,4,23,18
25,MIN,2005-2006,L,69,88,27,83,0.325,3,8,0.375,12,20,0.6,10,37,12,8,4,9,20,35,74,0.473,3,8,0.375,15,24,0.625,9,47,24,8,9,13,23
26,MIL,2005-2006,L,94,101,31,81,0.383,5,14,0.357,27,39,0.692,15,46,18,6,1,9,23,38,78,0.487,7,18,0.389,18,24,0.75,10,42,21,2,3,13,31
27,HOU,2005-2006,W,92,90,36,75,0.48,6,13,0.462,14,26,0.538,5,40,27,6,5,9,24,28,75,0.373,7,19,0.368,27,34,0.794,12,47,14,4,2,13,26
28,SAS,2005-2006,L,84,111,32,77,0.416,5,12,0.417,15,20,0.75,9,32,16,7,4,19,20,43,73,0.589,11,15,0.733,14,18,0.778,6,38,30,12,8,16,17
29,DAL,2005-2006,L,90,95,33,72,0.458,4,8,0.5,20,29,0.69,13,39,18,6,2,15,23,35,76,0.461,5,16,0.313,20,26,0.769,12,37,15,9,4,13,24
30,CHA,2005-2006,W,103,86,37,78,0.474,4,11,0.364,25,35,0.714,16,41,21,8,5,14,20,33,77,0.429,6,22,0.273,14,22,0.636,17,43,12,7,5,20,29
31,MIA,2005-2006,W,107,92,38,77,0.494,8,14,0.571,23,30,0.767,10,40,23,10,4,9,26,34,76,0.447,9,23,0.391,15,24,0.625,13,46,19,6,5,17,26
32,POR,2005-2006,W,90,80,35,81,0.432,5,17,0.294,15,20,0.75,16,44,13,5,7,13,12,33,72,0.458,7,17,0.412,7,9,0.778,7,35,15,8,6,17,21
33,ATL,2005-2006,L,93,101,34,76,0.447,3,8,0.375,22,29,0.759,14,36,13,10,3,17,17,38,72,0.528,6,18,0.333,19,20,0.95,9,37,17,10,4,19,29
34,DET,2005-2006,L,86,96,34,75,0.453,4,7,0.571,14,16,0.875,12,39,15,5,3,14,17,37,72,0.514,7,17,0.412,15,19,0.789,7,35,26,8,6,10,21
35,SAC,2005-2006,W,90,76,34,82,0.415,6,9,0.667,16,20,0.8,9,46,19,16,8,16,22,28,77,0.364,3,16,0.188,17,20,0.85,9,48,18,8,5,20,19
36,HOU,2005-2006,W,86,80,30,72,0.417,1,10,0.1,25,34,0.735,12,42,16,5,5,10,20,29,73,0.397,3,15,0.2,19,23,0.826,8,40,17,9,3,11,25
37,CHA,2005-2006,W,107,92,36,76,0.474,1,5,0.2,34,41,0.829,10,48,18,10,9,19,29,29,77,0.377,4,13,0.308,30,39,0.769,9,39,19,7,8,17,27
38,MEM,2005-2006,W,87,79,34,76,0.447,2,6,0.333,17,21,0.81,14,44,23,4,5,9,22,28,74,0.378,8,22,0.364,15,22,0.682,12,39,19,4,4,10,20
39,WAS,2005-2006,L,99,110,38,78,0.487,5,11,0.455,18,21,0.857,9,34,22,9,2,11,20,43,83,0.518,5,10,0.5,19,24,0.792,13,45,22,5,3,14,16
40,NYK,2005-2006,W,109,98,38,78,0.487,6,10,0.6,27,32,0.844,8,34,25,8,6,15,28,35,75,0.467,1,11,0.091,27,35,0.771,13,39,16,8,6,19,29
41,BOS,2005-2006,L,78,91,27,76,0.355,2,11,0.182,22,32,0.688,12,45,14,7,5,15,19,33,78,0.423,6,14,0.429,19,23,0.826,10,44,17,9,10,16,24
42,SAS,2005-2006,L,68,84,22,71,0.31,1,5,0.2,23,30,0.767,8,42,7,6,8,8,19,29,78,0.372,6,19,0.316,20,25,0.8,15,50,12,4,3,7,24
43,MEM,2005-2006,W,95,86,34,76,0.447,3,7,0.429,24,29,0.828,7,43,19,7,2,9,22,29,67,0.433,6,28,0.214,22,31,0.71,5,37,17,1,4,12,25
44,MIL,2005-2006,W,94,93,37,78,0.474,3,9,0.333,17,21,0.81,11,43,19,6,7,18,23,35,81,0.432,3,18,0.167,20,26,0.769,11,32,14,6,7,12,21
45,CHI,2005-2006,W,100,95,36,82,0.439,5,14,0.357,23,31,0.742,6,34,21,8,5,7,26,33,73,0.452,8,21,0.381,21,30,0.7,9,45,19,2,4,17,28
46,LAL,2005-2006,W,106,90,42,74,0.568,5,7,0.714,17,20,0.85,9,40,23,2,4,16,18,35,85,0.412,13,35,0.371,7,12,0.583,16,40,21,13,1,16,19
47,NJN,2005-2006,L,91,99,32,74,0.432,5,10,0.5,22,26,0.846,5,35,22,6,2,9,24,36,74,0.486,5,23,0.217,22,26,0.846,4,39,32,4,2,8,21
48,SEA,2005-2006,W,109,102,39,75,0.52,6,17,0.353,25,32,0.781,10,41,23,9,5,11,20,41,88,0.466,9,23,0.391,11,17,0.647,12,37,22,7,4,12,26
49,NYK,2005-2006,W,111,100,38,73,0.521,3,9,0.333,32,44,0.727,13,40,22,2,3,3,24,36,75,0.48,6,16,0.375,22,32,0.688,15,42,16,0,1,11,32
50,MIN,2005-2006,W,100,94,36,78,0.462,4,5,0.8,24,33,0.727,6,35,9,7,5,8,24,33,80,0.413,2,6,0.333,26,38,0.684,18,54,20,7,11,14,29
51,WAS,2005-2006,W,97,96,42,86,0.488,2,9,0.222,11,13,0.846,16,40,21,9,1,14,23,34,74,0.459,3,9,0.333,25,28,0.893,12,40,10,6,1,15,18
52,POR,2005-2006,W,102,86,39,86,0.453,3,14,0.214,21,29,0.724,15,51,20,5,4,7,16,32,76,0.421,6,14,0.429,16,22,0.727,10,38,14,3,7,14,26
53,IND,2005-2006,L,75,97,25,74,0.338,3,10,0.3,22,28,0.786,11,39,16,10,3,14,16,39,84,0.464,5,21,0.238,14,21,0.667,16,49,23,11,5,12,21
54,UTA,2005-2006,L,76,82,25,70,0.357,3,13,0.231,23,26,0.885,8,42,12,11,6,16,28,29,73,0.397,3,8,0.375,21,30,0.7,10,48,15,8,9,15,24
55,UTA,2005-2006,W,100,95,37,74,0.5,5,12,0.417,21,27,0.778,12,44,16,11,5,21,26,37,77,0.481,3,10,0.3,18,30,0.6,9,34,22,8,3,17,23
56,POR,2005-2006,W,88,75,32,74,0.432,3,10,0.3,21,27,0.778,14,46,15,3,3,11,25,32,71,0.451,1,9,0.111,10,24,0.417,8,33,14,6,5,9,24
57,SEA,2005-2006,L,104,114,37,82,0.451,6,17,0.353,24,29,0.828,15,36,27,8,3,11,26,43,72,0.597,6,12,0.5,22,27,0.815,11,41,21,6,3,18,23
58,LAC,2005-2006,L,67,89,27,74,0.365,0,9,0,13,21,0.619,6,37,19,6,6,11,14,35,76,0.461,7,20,0.35,12,19,0.632,8,41,28,6,9,12,21
59,PHO,2005-2006,L,88,101,35,79,0.443,3,16,0.188,15,24,0.625,12,44,18,6,3,8,20,39,87,0.448,13,30,0.433,10,12,0.833,13,47,19,6,3,9,18
60,LAL,2005-2006,L,107,113,42,86,0.488,4,11,0.364,19,22,0.864,15,34,22,8,3,13,27,40,78,0.513,7,16,0.438,26,34,0.765,16,41,23,9,2,14,19
61,IND,2005-2006,L,90,92,29,69,0.42,2,7,0.286,30,40,0.75,11,40,15,7,4,9,23,34,85,0.4,4,18,0.222,20,23,0.87,17,44,13,4,6,11,28
62,NJN,2005-2006,L,84,95,33,81,0.407,4,13,0.308,14,19,0.737,8,33,14,14,2,7,26,31,60,0.517,7,16,0.438,26,28,0.929,3,40,21,3,1,21,21
63,SAS,2005-2006,L,81,96,33,73,0.452,1,6,0.167,14,20,0.7,6,31,16,9,2,14,24,33,72,0.458,7,21,0.333,23,30,0.767,13,39,26,11,9,14,17
64,DEN,2005-2006,L,94,109,34,82,0.415,5,21,0.238,21,26,0.808,14,43,23,6,5,16,21,40,82,0.488,8,22,0.364,21,27,0.778,10,39,26,12,3,10,23
65,LAC,2005-2006,W,120,108,44,85,0.518,12,22,0.545,20,29,0.69,13,35,29,6,4,11,19,41,74,0.554,7,20,0.35,19,21,0.905,6,37,23,5,5,19,26
66,HOU,2005-2006,L,92,93,35,97,0.361,5,21,0.238,17,19,0.895,21,51,20,12,4,10,19,33,67,0.493,7,22,0.318,20,21,0.952,3,39,11,8,6,19,22
67,CHI,2005-2006,L,82,96,26,74,0.351,2,7,0.286,28,36,0.778,12,42,16,12,1,14,25,34,78,0.436,8,21,0.381,20,25,0.8,11,48,24,5,9,16,26
68,LAL,2005-2006,L,94,105,38,85,0.447,4,11,0.364,14,20,0.7,11,45,19,5,3,12,31,33,65,0.508,5,15,0.333,34,49,0.694,4,38,24,6,4,9,19
69,UTA,2005-2006,L,80,104,30,73,0.411,5,15,0.333,15,26,0.577,6,23,17,8,3,11,31,37,66,0.561,4,11,0.364,26,40,0.65,13,45,22,2,7,17,25
70,GSW,2005-2006,W,86,85,34,85,0.4,4,13,0.308,14,18,0.778,17,47,18,8,4,10,23,30,79,0.38,8,26,0.308,17,23,0.739,16,49,19,7,5,15,17
71,MEM,2005-2006,W,107,102,38,64,0.594,4,8,0.5,27,31,0.871,11,33,18,4,3,14,26,36,73,0.493,9,28,0.321,21,25,0.84,5,22,18,5,3,8,21
72,TOR,2005-2006,W,120,113,45,99,0.455,4,14,0.286,26,31,0.839,14,58,30,7,7,16,19,45,113,0.398,12,31,0.387,11,15,0.733,18,56,30,8,2,13,24
73,DET,2005-2006,L,93,101,39,82,0.476,2,6,0.333,13,15,0.867,12,29,21,12,3,10,23,35,71,0.493,6,14,0.429,25,30,0.833,13,42,24,6,6,17,19
74,GSW,2005-2006,W,114,109,44,95,0.463,5,13,0.385,21,28,0.75,13,45,26,12,4,7,23,39,80,0.488,7,22,0.318,24,30,0.8,11,46,22,4,6,17,26
75,TOR,2005-2006,W,95,89,39,79,0.494,6,13,0.462,11,18,0.611,8,43,22,4,6,13,16,31,82,0.378,13,35,0.371,14,15,0.933,13,40,15,4,7,12,24
76,DAL,2005-2006,L,77,101,32,72,0.444,1,4,0.25,12,16,0.75,9,30,12,3,4,18,19,39,79,0.494,7,14,0.5,16,21,0.762,15,48,24,8,5,14,17
77,CLE,2005-2006,L,101,103,33,79,0.418,3,13,0.231,32,39,0.821,19,49,13,4,3,7,17,37,69,0.536,11,18,0.611,18,27,0.667,5,35,16,6,5,8,27
78,SEA,2005-2006,W,104,99,38,82,0.463,2,4,0.5,26,33,0.788,19,44,18,9,0,16,18,37,76,0.487,11,24,0.458,14,18,0.778,10,30,20,7,7,19,27
79,UTA,2005-2006,L,104,105,39,83,0.47,3,10,0.3,23,26,0.885,12,39,13,5,4,7,23,36,77,0.468,5,14,0.357,28,31,0.903,11,37,17,3,10,9,19
80,SAC,2005-2006,L,79,96,32,73,0.438,2,5,0.4,13,21,0.619,5,34,17,5,7,14,19,36,80,0.45,9,29,0.31,15,22,0.682,9,38,21,7,4,8,17
81,PHO,2005-2006,L,78,115,30,89,0.337,3,13,0.231,15,17,0.882,13,44,12,7,1,11,13,43,76,0.566,20,34,0.588,9,15,0.6,2,43,28,8,5,11,16
82,LAL,2005-2006,L,95,115,40,84,0.476,4,10,0.4,11,16,0.688,9,39,23,3,0,15,19,45,87,0.517,11,27,0.407,14,16,0.875,8,38,22,8,4,10,17
